system:index,crop_label,soil_oc,soil_ph,soil_texture,.geo
1228,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.5016592080907,36.94284694712964]}"
1229,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48593411633676,36.40547474416935]}"
1230,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39646191403847,36.27099694613665]}"
1231,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.32989675148521,36.46395506916552]}"
1232,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.52645270993241,37.124486297578606]}"
1233,2,3,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46419946074292,37.0627720375596]}"
1234,2,2,73,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2340510849515,37.229858680405826]}"
1235,2,2,79,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.78345613843715,36.146759942342925]}"
1236,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43149621011912,36.11172564626226]}"
1237,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45817617405747,36.31061265016632]}"
1238,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4778492787797,35.88238575422655]}"
1239,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45655920654606,35.52934784756757]}"
1240,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25066534342587,36.03815362449287]}"
1241,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.99133086946426,37.29534586461814]}"
1242,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47596281668304,36.13085976181401]}"
1243,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.81256155364262,36.45371427492656]}"
1244,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30429476588779,36.22787781249892]}"
1245,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.70745866540065,36.274500375744715]}"
1246,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.55421065221171,37.02207835518898]}"
1247,2,2,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27717021858925,37.13311012430616]}"
1248,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47515433292733,35.873492432913764]}"
1249,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.38874097687689,36.87358683872402]}"
1250,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52096841241743,35.71529911138032]}"
1251,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51611750988317,36.39604243368609]}"
1252,2,2,80,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93329512782829,36.44805488863661]}"
1253,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.448299280214,37.157364636977384]}"
1254,2,21,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2832741882394,36.05701824545938]}"
1255,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53525162543494,36.28986156710316]}"
1256,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48674260009247,36.13490218059254]}"
1257,2,2,77,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.52267978573911,36.9493148171753]}"
1258,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.20646823144719,35.148282504044076]}"
1259,2,4,70,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3685288829842,37.139039005181345]}"
1260,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53983303338393,36.237579617567405]}"
1261,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.29863537959784,35.389480157830164]}"
1262,2,4,77,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.20026985598676,35.17577095173813]}"
1263,2,4,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.41317057832308,36.243508498442594]}"
1264,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19326299677063,36.1615821445309]}"
1265,2,2,80,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38487364687333,35.42101102430276]}"
1266,2,3,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.1269673288026,35.28356878583247]}"
1267,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.36358357463969,35.68969712578291]}"
1268,2,2,80,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.20646823144719,35.14289261233936]}"
1269,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.55465523557191,36.232998209618394]}"
1270,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.40023483823177,36.1623906282866]}"
1271,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27393628356641,36.76929243423775]}"
1272,2,3,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34310198616177,36.05405380502179]}"
1273,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25632472971581,35.99611246919608]}"
1274,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95422129966641,35.2754839482754]}"
1275,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88263014580394,36.44401246985807]}"
1276,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4643745495179,36.42029694635732]}"
1277,2,4,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.53696299875661,37.496927814374565]}"
1278,2,3,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.8458037934369,37.00779514217148]}"
1279,2,2,74,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.56462653522564,36.03033828152103]}"
1280,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34660541576983,35.503206872799694]}"
1281,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.46248808742125,36.09366950905146]}"
1282,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.46006263615413,36.30549225304684]}"
1283,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.73467761850947,36.355079256730235]}"
1284,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.40562472993648,35.72284495976692]}"
1285,2,2,78,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.61942834183878,37.0056391854896]}"
1286,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42421985631776,36.41382907631166]}"
1287,2,2,77,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.54531733089891,36.98515759701167]}"
1288,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.33555613777516,35.46520813628144]}"
1289,2,3,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16658303283228,36.23596265005599]}"
1290,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50399025354757,35.66975452647546]}"
1291,2,3,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38972454940756,36.1615821445309]}"
1292,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.45773159069726,37.15251373444314]}"
1293,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35927166127591,36.06510308301646]}"
1294,2,2,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37840577682766,36.15565326365571]}"
1295,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.36385306922492,35.69158358787956]}"
1296,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45359476610847,36.3938864770042]}"
1297,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.68131769063277,36.42272239762444]}"
1298,2,2,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.50489314311355,36.94338593630011]}"
1299,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.27923176946086,35.35983575345422]}"
1300,2,3,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.37553574220033,37.15197474527267]}"
1301,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04567436987165,36.63400615244935]}"
1302,2,2,72,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.67763917224973,36.94203846337393]}"
1303,2,3,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25632472971581,36.00850922011693]}"
1304,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48862906218912,36.037075646151926]}"
1305,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.98432401024813,37.194285395154694]}"
1306,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.31157111968918,35.50185939987352]}"
1307,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47811877336493,35.63472023039479]}"
1308,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49886985642809,36.12520037552405]}"
1309,2,2,80,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52932274455975,36.062138642578866]}"
1310,2,3,71,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39026353857804,36.268302000284294]}"
1311,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19245451301492,36.14595145858721]}"
1312,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35819368293497,35.694009039146685]}"
1313,2,2,81,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.24096353835736,35.22670542834771]}"
1314,2,3,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.9075180534559,37.064927994241486]}"
1315,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.85092419055638,37.4333270922589]}"
1316,2,4,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38056173350955,36.038423119078104]}"
1317,2,3,76,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2194039715385,35.19679152938653]}"
1318,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.81103899194147,36.979498210721715]}"
1319,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.44263989392405,37.27513377072545]}"
1320,2,3,71,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.34454386489821,37.21045507026885]}"
1321,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4921324917972,35.69859044709569]}"
1322,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42179440505063,36.243508498442594]}"
1323,2,2,77,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.88299404619946,37.00995109885337]}"
1324,2,3,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19865288847535,36.07965579061919]}"
1325,2,3,73,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15643664440358,36.56555452779944]}"
1326,2,4,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.98001209688435,37.41284550378097]}"
1327,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.6169084847614,36.155114274485236]}"
1328,2,2,71,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.1832916971169,36.24243052010165]}"
1329,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52689729329262,36.163468606627546]}"
1330,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42341137256204,36.24404748761307]}"
1331,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2043122747653,36.07938629603396]}"
1332,2,4,70,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.91748935310963,37.35328720044385]}"
1333,2,3,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.9810900752253,37.44141192981598]}"
1334,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27959566985636,37.13176265137998]}"
1335,2,2,78,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.78210866551098,36.1481074152691]}"
1336,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.724800724666,37.07813322891804]}"
1337,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5883420587264,36.46395506916552]}"
1338,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42691480217012,36.41436806548213]}"
1339,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.41532653500497,36.22033196411231]}"
1340,2,2,79,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.73764205894706,36.134093696836835]}"
1341,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34525794284366,35.42424495932559]}"
1342,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51611750988317,36.353192794633586]}"
1343,2,2,80,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.948022924206,35.2506904464337]}"
1344,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.58699458580021,36.27719532159708]}"
1345,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.17197292453699,36.150263371950984]}"
1346,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52096841241743,36.206318245680045]}"
1347,2,3,76,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.21590054193044,35.17011156544818]}"
1348,2,2,76,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.39790379277491,36.79327745232374]}"
1349,2,2,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38595162521426,36.2758478486709]}"
1350,2,4,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39053303316328,35.66598160228215]}"
1351,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48835956760388,36.314385574359626]}"
1352,2,3,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34633592118459,35.4220890026437]}"
1353,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.70314675203687,36.46745849877359]}"
1354,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4139790620788,36.223026909964666]}"
1355,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39834837613512,36.04758593497613]}"
1356,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51126660734894,36.42110543011302]}"
1357,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.76333845035472,37.30450868051616]}"
1358,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.23476516289695,36.19122654890684]}"
1359,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52689729329262,36.25132384141443]}"
1360,2,3,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95395180508119,35.305128352651344]}"
1361,2,3,70,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02141985720041,36.642629979176895]}"
1362,2,2,69,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.6811426018578,36.948506333419594]}"
1363,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26881588644693,36.76471102628874]}"
1364,2,2,75,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.81238646486764,37.074899293895214]}"
1365,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.26548754561384,36.1375971264449]}"
1366,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.27491985609709,36.14702943692816]}"
1367,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.73046011095596,37.083792615208]}"
1368,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.82980920709772,36.421644419283496]}"
1369,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49482743764955,35.888045140516496]}"
1370,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.46329657117695,35.911221674846786]}"
1371,2,2,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.9697713026454,37.47698521506711]}"
1372,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4765018058535,35.63310326288338]}"
1373,2,3,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45036083108563,35.54066662014748]}"
1374,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.40185180574318,36.26722402194335]}"
1375,2,2,71,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38864657106663,36.272883408233305]}"
1376,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.20404278018006,36.232998209618394]}"
1377,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.81741245617687,36.26560705443193]}"
1378,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4320351992896,36.31222961767774]}"
1379,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.59076750999351,36.27773431076755]}"
1380,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52851426080403,36.164816079553724]}"
1381,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.81902942368828,36.26372059233528]}"
1382,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.99941570702134,37.10912510622016]}"
1383,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5004868239395,35.894243515976925]}"
1384,2,4,69,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16236552527877,37.16464099077875]}"
1385,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.36924296092964,36.26749351652858]}"
1386,2,3,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.17520685955982,36.177751819645046]}"
1387,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29387888287386,37.16113756117068]}"
1388,2,3,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.41451805124927,36.24189153093118]}"
1389,2,4,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39026353857804,36.0090482092874]}"
1390,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52635830412214,36.285010664568915]}"
1391,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30752870091064,36.106874743728014]}"
1392,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.90122527218523,36.402779798316985]}"
1393,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45925415239842,35.90717925606825]}"
1394,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21707292608164,36.67308286730855]}"
1395,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.89799133716238,36.413290087141185]}"
1396,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.39386137399637,37.109664095390634]}"
1397,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.81444801573927,36.44859387780708]}"
1398,2,3,75,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.21886498236803,35.17145903837436]}"
1399,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45709819571653,35.91176066401726]}"
1400,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.20916317729954,35.139658677316525]}"
1401,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.03560866440765,35.22401048249535]}"
1402,2,2,80,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.98575216613901,35.286802720855306]}"
1403,2,2,78,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2148225635895,35.17334550047101]}"
1404,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.83960541797647,36.9846186078412]}"
1405,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50156480228046,35.66867654813451]}"
1406,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.96095866429732,35.19247961602275]}"
1407,2,3,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.58403014536262,36.038423119078104]}"
1408,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37705830390148,35.67029351564593]}"
1409,2,1,81,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48862906218912,36.371518426429624]}"
1410,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48701209467771,36.231111747521744]}"
1411,2,2,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37651931473101,36.0376146353224]}"
1412,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46878086869194,37.091607958179836]}"
1413,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.78992400848281,36.17802131423028]}"
1414,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38433465770285,35.990992072076594]}"
1415,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16065415195709,36.169127992917495]}"
1416,2,2,77,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48782057843343,35.41939405679135]}"
1417,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39053303316328,35.99260903958801]}"
1418,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.21158862856666,36.22760831791368]}"
1419,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2118581231519,36.01767203601494]}"
1420,2,2,80,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95341281591072,35.28060434539488]}"
1421,2,3,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.59480992877205,36.0766913501816]}"
1422,2,4,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38945505482232,36.42218340845397]}"
1423,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.37678880931625,36.04758593497613]}"
1424,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.49977274599405,36.9417689687887]}"
1425,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39619241945323,36.27018846238094]}"
1426,2,1,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48701209467771,36.371518426429624]}"
1427,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.83439061504673,36.454792253267506]}"
1428,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43985054226144,36.3224704119167]}"
1429,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.90526769096377,36.45344478034133]}"
1430,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.55276877347526,36.37744730730481]}"
1431,2,3,71,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38945505482232,36.26964947321047]}"
1432,2,2,70,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18383068628737,36.24296950927212]}"
1433,2,3,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28067364819731,37.12906770552762]}"
1434,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3643920583954,35.98748864246853]}"
1435,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.23907707626071,35.21942907454634]}"
1436,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50830216691134,36.3157330472858]}"
1437,2,2,77,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.51648141027869,36.94149947420346]}"
1438,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.7311741889014,36.442395502346656]}"
1439,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.81121408071644,36.258330700630566]}"
1440,2,3,68,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30088574209,37.12960669469809]}"
1441,2,3,77,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49078501887101,35.385707233636865]}"
1442,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.3681649825887,36.36882348057727]}"
1443,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42745379134058,36.11900200006363]}"
1444,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.24617834128712,36.40170181997604]}"
1445,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.61188249345219,37.093494420276485]}"
1446,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11789891871484,36.646672397955435]}"
1447,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30321678754686,36.07480488808495]}"
1448,2,4,72,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51719548822413,36.264259581505755]}"
1449,2,4,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4929409755529,36.35454026755977]}"
1450,2,2,73,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42421985631776,35.939518606296545]}"
1451,2,4,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95233483756977,35.16795560876629]}"
1452,2,2,79,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48674260009247,36.37313539394104]}"
1453,2,2,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4013128165727,36.16885849833226]}"
1454,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39457545194182,36.24943737931778]}"
1455,2,3,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.35657671542356,36.42326138679491]}"
1456,2,2,71,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.50004224057929,37.21018557568361]}"
1457,2,3,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.21131913398142,35.14073665565747]}"
1458,2,2,76,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.57405884570889,36.39738990661227]}"
1459,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34013754572416,36.05432329960702]}"
1460,2,3,77,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38406516311761,36.04866391331707]}"
1461,2,2,78,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.46464404410312,36.3052227584616]}"
1462,2,2,74,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18221371877596,36.23892709049358]}"
1463,2,2,75,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53255667958257,36.39361698241897]}"
